,type,lung,mask
3525,train,dataset\dataset\lungs\3525.png,dataset\dataset\masks\3525.png
3526,train,dataset\dataset\lungs\3526.png,dataset\dataset\masks\3526.png
3527,train,dataset\dataset\lungs\3527.png,dataset\dataset\masks\3527.png
3528,train,dataset\dataset\lungs\3528.png,dataset\dataset\masks\3528.png
3529,train,dataset\dataset\lungs\3529.png,dataset\dataset\masks\3529.png
3531,train,dataset\lungs\0484.png,dataset\masks\0484.png
3532,train,dataset\dataset\lungs\3532.png,dataset\dataset\masks\3532.png
3533,train,dataset\dataset\lungs\3533.png,dataset\dataset\masks\3533.png
3534,train,dataset\dataset\lungs\3534.png,dataset\dataset\masks\3534.png
3535,train,dataset\dataset\lungs\3535.png,dataset\dataset\masks\3535.png
3536,train,dataset\dataset\lungs\3536.png,dataset\dataset\masks\3536.png
3537,train,dataset\dataset\lungs\3537.png,dataset\dataset\masks\3537.png
3538,train,dataset\dataset\lungs\3538.png,dataset\dataset\masks\3538.png
3539,train,dataset\dataset\lungs\3539.png,dataset\dataset\masks\3539.png
3540,train,dataset\dataset\lungs\3540.png,dataset\dataset\masks\3540.png
3542,train,dataset\lungs\0028.png,dataset\masks\0028.png
3543,train,dataset\dataset\lungs\3543.png,dataset\dataset\masks\3543.png
3544,train,dataset\dataset\lungs\3544.png,dataset\dataset\masks\3544.png
3545,train,dataset\dataset\lungs\3545.png,dataset\dataset\masks\3545.png
3546,train,dataset\dataset\lungs\3546.png,dataset\dataset\masks\3546.png
3547,train,dataset\dataset\lungs\3547.png,dataset\dataset\masks\3547.png
3548,train,dataset\dataset\lungs\3548.png,dataset\dataset\masks\3548.png
3549,train,dataset\dataset\lungs\3549.png,dataset\dataset\masks\3549.png
3550,train,dataset\dataset\lungs\3550.png,dataset\dataset\masks\3550.png
3551,train,dataset\dataset\lungs\3551.png,dataset\dataset\masks\3551.png
3553,train,dataset\lungs\0686.png,dataset\masks\0686.png
3554,train,dataset\dataset\lungs\3554.png,dataset\dataset\masks\3554.png
3555,train,dataset\dataset\lungs\3555.png,dataset\dataset\masks\3555.png
3556,train,dataset\dataset\lungs\3556.png,dataset\dataset\masks\3556.png
3557,train,dataset\dataset\lungs\3557.png,dataset\dataset\masks\3557.png
3558,train,dataset\dataset\lungs\3558.png,dataset\dataset\masks\3558.png
3559,train,dataset\dataset\lungs\3559.png,dataset\dataset\masks\3559.png
3560,train,dataset\dataset\lungs\3560.png,dataset\dataset\masks\3560.png
3561,train,dataset\dataset\lungs\3561.png,dataset\dataset\masks\3561.png
3562,train,dataset\dataset\lungs\3562.png,dataset\dataset\masks\3562.png
3564,train,dataset\lungs\0201.png,dataset\masks\0201.png
3565,train,dataset\dataset\lungs\3565.png,dataset\dataset\masks\3565.png
3566,train,dataset\dataset\lungs\3566.png,dataset\dataset\masks\3566.png
3567,train,dataset\dataset\lungs\3567.png,dataset\dataset\masks\3567.png
3568,train,dataset\dataset\lungs\3568.png,dataset\dataset\masks\3568.png
3569,train,dataset\dataset\lungs\3569.png,dataset\dataset\masks\3569.png
3570,train,dataset\dataset\lungs\3570.png,dataset\dataset\masks\3570.png
3571,train,dataset\dataset\lungs\3571.png,dataset\dataset\masks\3571.png
3572,train,dataset\dataset\lungs\3572.png,dataset\dataset\masks\3572.png
3573,train,dataset\dataset\lungs\3573.png,dataset\dataset\masks\3573.png
3575,train,dataset\lungs\0115.png,dataset\masks\0115.png
3576,train,dataset\dataset\lungs\3576.png,dataset\dataset\masks\3576.png
3577,train,dataset\dataset\lungs\3577.png,dataset\dataset\masks\3577.png
3578,train,dataset\dataset\lungs\3578.png,dataset\dataset\masks\3578.png
3579,train,dataset\dataset\lungs\3579.png,dataset\dataset\masks\3579.png
3580,train,dataset\dataset\lungs\3580.png,dataset\dataset\masks\3580.png
3581,train,dataset\dataset\lungs\3581.png,dataset\dataset\masks\3581.png
3582,train,dataset\dataset\lungs\3582.png,dataset\dataset\masks\3582.png
3583,train,dataset\dataset\lungs\3583.png,dataset\dataset\masks\3583.png
3584,train,dataset\dataset\lungs\3584.png,dataset\dataset\masks\3584.png
3586,train,dataset\lungs\0072.png,dataset\masks\0072.png
3587,train,dataset\dataset\lungs\3587.png,dataset\dataset\masks\3587.png
3588,train,dataset\dataset\lungs\3588.png,dataset\dataset\masks\3588.png
3589,train,dataset\dataset\lungs\3589.png,dataset\dataset\masks\3589.png
3590,train,dataset\dataset\lungs\3590.png,dataset\dataset\masks\3590.png
3591,train,dataset\dataset\lungs\3591.png,dataset\dataset\masks\3591.png
3592,train,dataset\dataset\lungs\3592.png,dataset\dataset\masks\3592.png
3593,train,dataset\dataset\lungs\3593.png,dataset\dataset\masks\3593.png
3594,train,dataset\dataset\lungs\3594.png,dataset\dataset\masks\3594.png
3595,train,dataset\dataset\lungs\3595.png,dataset\dataset\masks\3595.png
3597,train,dataset\lungs\0558.png,dataset\masks\0558.png
3598,train,dataset\dataset\lungs\3598.png,dataset\dataset\masks\3598.png
3599,train,dataset\dataset\lungs\3599.png,dataset\dataset\masks\3599.png
3600,train,dataset\dataset\lungs\3600.png,dataset\dataset\masks\3600.png
3601,train,dataset\dataset\lungs\3601.png,dataset\dataset\masks\3601.png
3602,train,dataset\dataset\lungs\3602.png,dataset\dataset\masks\3602.png
3603,train,dataset\dataset\lungs\3603.png,dataset\dataset\masks\3603.png
3604,train,dataset\dataset\lungs\3604.png,dataset\dataset\masks\3604.png
3605,train,dataset\dataset\lungs\3605.png,dataset\dataset\masks\3605.png
3606,train,dataset\dataset\lungs\3606.png,dataset\dataset\masks\3606.png
3608,train,dataset\lungs\0338.png,dataset\masks\0338.png
3609,train,dataset\dataset\lungs\3609.png,dataset\dataset\masks\3609.png
3610,train,dataset\dataset\lungs\3610.png,dataset\dataset\masks\3610.png
3611,train,dataset\dataset\lungs\3611.png,dataset\dataset\masks\3611.png
3612,train,dataset\dataset\lungs\3612.png,dataset\dataset\masks\3612.png
3613,train,dataset\dataset\lungs\3613.png,dataset\dataset\masks\3613.png
3614,train,dataset\dataset\lungs\3614.png,dataset\dataset\masks\3614.png
3615,train,dataset\dataset\lungs\3615.png,dataset\dataset\masks\3615.png
3616,train,dataset\dataset\lungs\3616.png,dataset\dataset\masks\3616.png
3617,train,dataset\dataset\lungs\3617.png,dataset\dataset\masks\3617.png
3619,train,dataset\lungs\0427.png,dataset\masks\0427.png
3620,train,dataset\dataset\lungs\3620.png,dataset\dataset\masks\3620.png
3621,train,dataset\dataset\lungs\3621.png,dataset\dataset\masks\3621.png
3622,train,dataset\dataset\lungs\3622.png,dataset\dataset\masks\3622.png
3623,train,dataset\dataset\lungs\3623.png,dataset\dataset\masks\3623.png
3624,train,dataset\dataset\lungs\3624.png,dataset\dataset\masks\3624.png
3625,train,dataset\dataset\lungs\3625.png,dataset\dataset\masks\3625.png
3626,train,dataset\dataset\lungs\3626.png,dataset\dataset\masks\3626.png
3627,train,dataset\dataset\lungs\3627.png,dataset\dataset\masks\3627.png
3628,train,dataset\dataset\lungs\3628.png,dataset\dataset\masks\3628.png
3630,train,dataset\lungs\0688.png,dataset\masks\0688.png
3631,train,dataset\dataset\lungs\3631.png,dataset\dataset\masks\3631.png
3632,train,dataset\dataset\lungs\3632.png,dataset\dataset\masks\3632.png
3633,train,dataset\dataset\lungs\3633.png,dataset\dataset\masks\3633.png
3634,train,dataset\dataset\lungs\3634.png,dataset\dataset\masks\3634.png
3635,train,dataset\dataset\lungs\3635.png,dataset\dataset\masks\3635.png
3636,train,dataset\dataset\lungs\3636.png,dataset\dataset\masks\3636.png
3637,train,dataset\dataset\lungs\3637.png,dataset\dataset\masks\3637.png
3638,train,dataset\dataset\lungs\3638.png,dataset\dataset\masks\3638.png
3639,train,dataset\dataset\lungs\3639.png,dataset\dataset\masks\3639.png
3641,train,dataset\lungs\0227.png,dataset\masks\0227.png
3642,train,dataset\dataset\lungs\3642.png,dataset\dataset\masks\3642.png
3643,train,dataset\dataset\lungs\3643.png,dataset\dataset\masks\3643.png
3644,train,dataset\dataset\lungs\3644.png,dataset\dataset\masks\3644.png
3645,train,dataset\dataset\lungs\3645.png,dataset\dataset\masks\3645.png
3646,train,dataset\dataset\lungs\3646.png,dataset\dataset\masks\3646.png
3647,train,dataset\dataset\lungs\3647.png,dataset\dataset\masks\3647.png
3648,train,dataset\dataset\lungs\3648.png,dataset\dataset\masks\3648.png
3649,train,dataset\dataset\lungs\3649.png,dataset\dataset\masks\3649.png
3650,train,dataset\dataset\lungs\3650.png,dataset\dataset\masks\3650.png
3652,train,dataset\lungs\0498.png,dataset\masks\0498.png
3653,train,dataset\dataset\lungs\3653.png,dataset\dataset\masks\3653.png
3654,train,dataset\dataset\lungs\3654.png,dataset\dataset\masks\3654.png
3655,train,dataset\dataset\lungs\3655.png,dataset\dataset\masks\3655.png
3656,train,dataset\dataset\lungs\3656.png,dataset\dataset\masks\3656.png
3657,train,dataset\dataset\lungs\3657.png,dataset\dataset\masks\3657.png
3658,train,dataset\dataset\lungs\3658.png,dataset\dataset\masks\3658.png
3659,train,dataset\dataset\lungs\3659.png,dataset\dataset\masks\3659.png
3660,train,dataset\dataset\lungs\3660.png,dataset\dataset\masks\3660.png
3661,train,dataset\dataset\lungs\3661.png,dataset\dataset\masks\3661.png
3663,train,dataset\lungs\0554.png,dataset\masks\0554.png
3664,train,dataset\dataset\lungs\3664.png,dataset\dataset\masks\3664.png
3665,train,dataset\dataset\lungs\3665.png,dataset\dataset\masks\3665.png
3666,train,dataset\dataset\lungs\3666.png,dataset\dataset\masks\3666.png
3667,train,dataset\dataset\lungs\3667.png,dataset\dataset\masks\3667.png
3668,train,dataset\dataset\lungs\3668.png,dataset\dataset\masks\3668.png
3669,train,dataset\dataset\lungs\3669.png,dataset\dataset\masks\3669.png
3670,train,dataset\dataset\lungs\3670.png,dataset\dataset\masks\3670.png
3671,train,dataset\dataset\lungs\3671.png,dataset\dataset\masks\3671.png
3672,train,dataset\dataset\lungs\3672.png,dataset\dataset\masks\3672.png
3674,train,dataset\lungs\0461.png,dataset\masks\0461.png
3675,train,dataset\dataset\lungs\3675.png,dataset\dataset\masks\3675.png
3676,train,dataset\dataset\lungs\3676.png,dataset\dataset\masks\3676.png
3677,train,dataset\dataset\lungs\3677.png,dataset\dataset\masks\3677.png
3678,train,dataset\dataset\lungs\3678.png,dataset\dataset\masks\3678.png
3679,train,dataset\dataset\lungs\3679.png,dataset\dataset\masks\3679.png
3680,train,dataset\dataset\lungs\3680.png,dataset\dataset\masks\3680.png
3681,train,dataset\dataset\lungs\3681.png,dataset\dataset\masks\3681.png
3682,train,dataset\dataset\lungs\3682.png,dataset\dataset\masks\3682.png
3683,train,dataset\dataset\lungs\3683.png,dataset\dataset\masks\3683.png
3685,train,dataset\lungs\0244.png,dataset\masks\0244.png
3686,train,dataset\dataset\lungs\3686.png,dataset\dataset\masks\3686.png
3687,train,dataset\dataset\lungs\3687.png,dataset\dataset\masks\3687.png
3688,train,dataset\dataset\lungs\3688.png,dataset\dataset\masks\3688.png
3689,train,dataset\dataset\lungs\3689.png,dataset\dataset\masks\3689.png
3690,train,dataset\dataset\lungs\3690.png,dataset\dataset\masks\3690.png
3691,train,dataset\dataset\lungs\3691.png,dataset\dataset\masks\3691.png
3692,train,dataset\dataset\lungs\3692.png,dataset\dataset\masks\3692.png
3693,train,dataset\dataset\lungs\3693.png,dataset\dataset\masks\3693.png
3694,train,dataset\dataset\lungs\3694.png,dataset\dataset\masks\3694.png
3696,train,dataset\lungs\0079.png,dataset\masks\0079.png
3697,train,dataset\dataset\lungs\3697.png,dataset\dataset\masks\3697.png
3698,train,dataset\dataset\lungs\3698.png,dataset\dataset\masks\3698.png
3699,train,dataset\dataset\lungs\3699.png,dataset\dataset\masks\3699.png
3700,train,dataset\dataset\lungs\3700.png,dataset\dataset\masks\3700.png
3701,train,dataset\dataset\lungs\3701.png,dataset\dataset\masks\3701.png
3702,train,dataset\dataset\lungs\3702.png,dataset\dataset\masks\3702.png
3703,train,dataset\dataset\lungs\3703.png,dataset\dataset\masks\3703.png
3704,train,dataset\dataset\lungs\3704.png,dataset\dataset\masks\3704.png
3705,train,dataset\dataset\lungs\3705.png,dataset\dataset\masks\3705.png
3707,train,dataset\lungs\0489.png,dataset\masks\0489.png
3708,train,dataset\dataset\lungs\3708.png,dataset\dataset\masks\3708.png
3709,train,dataset\dataset\lungs\3709.png,dataset\dataset\masks\3709.png
3710,train,dataset\dataset\lungs\3710.png,dataset\dataset\masks\3710.png
3711,train,dataset\dataset\lungs\3711.png,dataset\dataset\masks\3711.png
3712,train,dataset\dataset\lungs\3712.png,dataset\dataset\masks\3712.png
3713,train,dataset\dataset\lungs\3713.png,dataset\dataset\masks\3713.png
3714,train,dataset\dataset\lungs\3714.png,dataset\dataset\masks\3714.png
3715,train,dataset\dataset\lungs\3715.png,dataset\dataset\masks\3715.png
3716,train,dataset\dataset\lungs\3716.png,dataset\dataset\masks\3716.png
3718,train,dataset\lungs\0387.png,dataset\masks\0387.png
3719,train,dataset\dataset\lungs\3719.png,dataset\dataset\masks\3719.png
3720,train,dataset\dataset\lungs\3720.png,dataset\dataset\masks\3720.png
3721,train,dataset\dataset\lungs\3721.png,dataset\dataset\masks\3721.png
3722,train,dataset\dataset\lungs\3722.png,dataset\dataset\masks\3722.png
3723,train,dataset\dataset\lungs\3723.png,dataset\dataset\masks\3723.png
3724,train,dataset\dataset\lungs\3724.png,dataset\dataset\masks\3724.png
3725,train,dataset\dataset\lungs\3725.png,dataset\dataset\masks\3725.png
3726,train,dataset\dataset\lungs\3726.png,dataset\dataset\masks\3726.png
3727,train,dataset\dataset\lungs\3727.png,dataset\dataset\masks\3727.png
3729,train,dataset\lungs\0564.png,dataset\masks\0564.png
3730,train,dataset\dataset\lungs\3730.png,dataset\dataset\masks\3730.png
3731,train,dataset\dataset\lungs\3731.png,dataset\dataset\masks\3731.png
3732,train,dataset\dataset\lungs\3732.png,dataset\dataset\masks\3732.png
3733,train,dataset\dataset\lungs\3733.png,dataset\dataset\masks\3733.png
3734,train,dataset\dataset\lungs\3734.png,dataset\dataset\masks\3734.png
3735,train,dataset\dataset\lungs\3735.png,dataset\dataset\masks\3735.png
3736,train,dataset\dataset\lungs\3736.png,dataset\dataset\masks\3736.png
3737,train,dataset\dataset\lungs\3737.png,dataset\dataset\masks\3737.png
3738,train,dataset\dataset\lungs\3738.png,dataset\dataset\masks\3738.png
3740,train,dataset\lungs\0459.png,dataset\masks\0459.png
3741,train,dataset\dataset\lungs\3741.png,dataset\dataset\masks\3741.png
3742,train,dataset\dataset\lungs\3742.png,dataset\dataset\masks\3742.png
3743,train,dataset\dataset\lungs\3743.png,dataset\dataset\masks\3743.png
3744,train,dataset\dataset\lungs\3744.png,dataset\dataset\masks\3744.png
3745,train,dataset\dataset\lungs\3745.png,dataset\dataset\masks\3745.png
3746,train,dataset\dataset\lungs\3746.png,dataset\dataset\masks\3746.png
3747,train,dataset\dataset\lungs\3747.png,dataset\dataset\masks\3747.png
3748,train,dataset\dataset\lungs\3748.png,dataset\dataset\masks\3748.png
3749,train,dataset\dataset\lungs\3749.png,dataset\dataset\masks\3749.png
3751,train,dataset\lungs\0517.png,dataset\masks\0517.png
3752,train,dataset\dataset\lungs\3752.png,dataset\dataset\masks\3752.png
3753,train,dataset\dataset\lungs\3753.png,dataset\dataset\masks\3753.png
3754,train,dataset\dataset\lungs\3754.png,dataset\dataset\masks\3754.png
3755,train,dataset\dataset\lungs\3755.png,dataset\dataset\masks\3755.png
3756,train,dataset\dataset\lungs\3756.png,dataset\dataset\masks\3756.png
3757,train,dataset\dataset\lungs\3757.png,dataset\dataset\masks\3757.png
3758,train,dataset\dataset\lungs\3758.png,dataset\dataset\masks\3758.png
3759,train,dataset\dataset\lungs\3759.png,dataset\dataset\masks\3759.png
3760,train,dataset\dataset\lungs\3760.png,dataset\dataset\masks\3760.png
3762,train,dataset\lungs\0298.png,dataset\masks\0298.png
3763,train,dataset\dataset\lungs\3763.png,dataset\dataset\masks\3763.png
3764,train,dataset\dataset\lungs\3764.png,dataset\dataset\masks\3764.png
3765,train,dataset\dataset\lungs\3765.png,dataset\dataset\masks\3765.png
3766,train,dataset\dataset\lungs\3766.png,dataset\dataset\masks\3766.png
3767,train,dataset\dataset\lungs\3767.png,dataset\dataset\masks\3767.png
3768,train,dataset\dataset\lungs\3768.png,dataset\dataset\masks\3768.png
3769,train,dataset\dataset\lungs\3769.png,dataset\dataset\masks\3769.png
3770,train,dataset\dataset\lungs\3770.png,dataset\dataset\masks\3770.png
3771,train,dataset\dataset\lungs\3771.png,dataset\dataset\masks\3771.png
3773,train,dataset\lungs\0568.png,dataset\masks\0568.png
3774,train,dataset\dataset\lungs\3774.png,dataset\dataset\masks\3774.png
3775,train,dataset\dataset\lungs\3775.png,dataset\dataset\masks\3775.png
3776,train,dataset\dataset\lungs\3776.png,dataset\dataset\masks\3776.png
3777,train,dataset\dataset\lungs\3777.png,dataset\dataset\masks\3777.png
3778,train,dataset\dataset\lungs\3778.png,dataset\dataset\masks\3778.png
3779,train,dataset\dataset\lungs\3779.png,dataset\dataset\masks\3779.png
3780,train,dataset\dataset\lungs\3780.png,dataset\dataset\masks\3780.png
3781,train,dataset\dataset\lungs\3781.png,dataset\dataset\masks\3781.png
3782,train,dataset\dataset\lungs\3782.png,dataset\dataset\masks\3782.png
3784,train,dataset\lungs\0402.png,dataset\masks\0402.png
3785,train,dataset\dataset\lungs\3785.png,dataset\dataset\masks\3785.png
3786,train,dataset\dataset\lungs\3786.png,dataset\dataset\masks\3786.png
3787,train,dataset\dataset\lungs\3787.png,dataset\dataset\masks\3787.png
3788,train,dataset\dataset\lungs\3788.png,dataset\dataset\masks\3788.png
3789,train,dataset\dataset\lungs\3789.png,dataset\dataset\masks\3789.png
3790,train,dataset\dataset\lungs\3790.png,dataset\dataset\masks\3790.png
3791,train,dataset\dataset\lungs\3791.png,dataset\dataset\masks\3791.png
3792,train,dataset\dataset\lungs\3792.png,dataset\dataset\masks\3792.png
3793,train,dataset\dataset\lungs\3793.png,dataset\dataset\masks\3793.png
3795,train,dataset\lungs\0482.png,dataset\masks\0482.png
3796,train,dataset\dataset\lungs\3796.png,dataset\dataset\masks\3796.png
3797,train,dataset\dataset\lungs\3797.png,dataset\dataset\masks\3797.png
3798,train,dataset\dataset\lungs\3798.png,dataset\dataset\masks\3798.png
3799,train,dataset\dataset\lungs\3799.png,dataset\dataset\masks\3799.png
3800,train,dataset\dataset\lungs\3800.png,dataset\dataset\masks\3800.png
3801,train,dataset\dataset\lungs\3801.png,dataset\dataset\masks\3801.png
3802,train,dataset\dataset\lungs\3802.png,dataset\dataset\masks\3802.png
3803,train,dataset\dataset\lungs\3803.png,dataset\dataset\masks\3803.png
3804,train,dataset\dataset\lungs\3804.png,dataset\dataset\masks\3804.png
